Open,High,Low,Close,Adj Close,Volume,SMA-10,SMA-21,BBANDS--0,BBANDS--1,BBANDS--2,RSI,CCI-20,CCI,STOCH--0,STOCH--1,AD,MACD--0,MACD--1,MACD--2,EMA-10,EMA-21,ATR,MFI,ADX,SAR,OBV,PPO
0.032886043563777584,0.03269967418211511,0.032919474070058796,0.03228282548849795,0.028671689399721284,0.28617170572534806,0.28663125355552554,0.27452086616533145,0.28018503787531535,0.2831513040011506,0.5252125705175519,0.5760011700573968,0.5484490852286319,0.592590990257535,0.5755898881819526,0.050853498279672504,0.42826074840762135,0.4075234681907328,0.6186784040482329,0.2867461649743084,0.28667073874235777,0.20048243127483797,0.5673891313930605,0.29458853893854786,0.269578631731809,0.24443793144067877,0.563048974115111,0.3291009049967488
0.03148224449089704,0.03196300958944148,0.03306652916948086,0.03396227298557891,0.030217867604392712,0.28617170572534806,0.28663125355552554,0.27452086616533145,0.28018503787531535,0.2831513040011506,0.5252125705175519,0.5760011700573968,0.5484490852286319,0.592590990257535,0.5755898881819526,0.05695792163200263,0.42826074840762135,0.4075234681907328,0.6186784040482329,0.2867461649743084,0.28667073874235777,0.20048243127483797,0.5673891313930605,0.29458853893854786,0.03192160906825117,0.26017865726724104,0.563048974115111,0.3291009049967488
0.034021475075002444,0.03151282393703744,0.034516083740786796,0.03273895980936986,0.029091609265770313,0.28617170572534806,0.28663125355552554,0.27452086616533145,0.28018503787531535,0.2831513040011506,0.5252125705175519,0.5760011700573968,0.5484490852286319,0.592590990257535,0.5755898881819526,0.05046396817672098,0.42826074840762135,0.4075234681907328,0.6186784040482329,0.2867461649743084,0.28667073874235777,0.20048243127483797,0.5673891313930605,0.29458853893854786,0.03200920513235442,0.2477083466348039,0.563048974115111,0.3291009049967488
0.03193641709538697,0.029834869167487815,0.03239427499672229,0.03178519852591813,0.02821351670971975,0.28617170572534806,0.28663125355552554,0.27452086616533145,0.28018503787531535,0.2831513040011506,0.5252125705175519,0.5760011700573968,0.5484490852286319,0.592590990257535,0.5755898881819526,0.05206394306962639,0.42826074840762135,0.4075234681907328,0.6186784040482329,0.2867461649743084,0.28667073874235777,0.20048243127483797,0.5673891313930605,0.29458853893854786,0.03630141227341449,0.23502965977280146,0.563048974115111,0.3291009049967488
0.03303055159700671,0.029712096939352672,0.03275140651991823,0.030789976238304623,0.027297233962256945,0.28617170572534806,0.28663125355552554,0.02353088640342385,0.026245888622414865,0.03248253670624118,0.5252125705175519,0.5760011700573968,0.5484490852286319,0.592590990257535,0.5755898881819526,0.04584190036249793,0.42826074840762135,0.4075234681907328,0.6186784040482329,0.2867461649743084,0.28667073874235777,0.20048243127483797,0.5673891313930605,0.29458853893854786,0.0362036306276908,0.22561202451649434,0.563048974115111,0.3291009049967488
0.03073905581994882,0.032986153122384704,0.032373262546003784,0.035952733379578994,0.032050401783048216,0.28617170572534806,0.28663125355552554,0.025507588862219516,0.026936747173928938,0.031749799575681914,0.5252125705175519,0.5760011700573968,0.5484490852286319,0.592590990257535,0.5755898881819526,0.0578456116014818,0.42826074840762135,0.4075234681907328,0.6186784040482329,0.2867461649743084,0.28667073874235777,0.20048243127483797,0.5673891313930605,0.29458853893854786,0.03139195447224061,0.24074421412712238,0.563048974115111,0.3291009049967488
0.038501239855299824,0.03836788248537076,0.04018822732169949,0.03985071634048251,0.03563915239007495,0.28617170572534806,0.28663125355552554,0.029247385256066794,0.028045258502938236,0.02995294439752047,0.5252125705175519,0.5760011700573968,0.5484490852286319,0.592590990257535,0.5755898881819526,0.058888738178533837,0.42826074840762135,0.4075234681907328,0.6186784040482329,0.2867461649743084,0.28667073874235777,0.20048243127483797,0.5673891313930605,0.29458853893854786,0.03139195447224061,0.2628680448186947,0.563048974115111,0.3291009049967488
0.04071015736334188,0.037303820080359595,0.040776447719387765,0.038668879987208304,0.034551068584729755,0.28617170572534806,0.28663125355552554,0.03084497444948725,0.02916157552825202,0.030514492549522598,0.5252125705175519,0.5760011700573968,0.5484490852286319,0.592590990257535,0.5755898881819526,0.050435278281028784,0.42826074840762135,0.4075234681907328,0.6186784040482329,0.2867461649743084,0.28667073874235777,0.20048243127483797,0.5673891313930605,0.29458853893854786,0.03139195447224061,0.2503080280981397,0.563048974115111,0.3291009049967488
0.03876960741695554,0.03750844566456196,0.03934790559880033,0.040742278208305005,0.03645998314620974,0.28617170572534806,0.28663125355552554,0.03240268885449887,0.030847762812359736,0.03229802309402549,0.5252125705175519,0.5760011700573968,0.5484490852286319,0.8470618915127069,0.784481692190134,0.06108773235667232,0.42826074840762135,0.4075234681907328,0.6186784040482329,0.2867461649743084,0.28667073874235777,0.20048243127483797,0.5673891313930605,0.29458853893854786,0.031843379524258,0.262861058514374,0.563048974115111,0.3291009049967488
0.042155237695633174,0.0419898193346713,0.0436965532849144,0.04308522832215905,0.03861703217399143,0.02907593756458135,0.28663125355552554,0.032391295275854215,0.0331623662792255,0.0370966424146808,0.5252125705175519,0.5760011700573968,0.5484490852286319,0.8500830573841304,0.859170407027911,0.059305723678021734,0.42826074840762135,0.4075234681907328,0.6186784040482329,0.028020352383587216,0.28667073874235777,0.20048243127483797,0.5673891313930605,0.29458853893854786,0.032276747574194714,0.28098479333832593,0.563048974115111,0.3291009049967488
0.04027663326365449,0.03900224209190886,0.04191087964113105,0.04036906589575667,0.03611636537230989,0.029859116104993505,0.28663125355552554,0.03157276182162469,0.03399374977598246,0.039710760339693923,0.5252125705175519,0.5760011700573968,0.5484490852286319,0.7347036237557352,0.8133661383096326,0.05482878161318334,0.42826074840762135,0.4075234681907328,0.6186784040482329,0.028797140934530563,0.28667073874235777,0.20048243127483797,0.5673891313930605,0.29458853893854786,0.03311713984193079,0.2680898706543974,0.563048974115111,0.3291009049967488
0.041763010605550877,0.03951381385838049,0.041448701892146333,0.04275347701377252,0.038311604591503845,0.030710575744524543,0.28663125355552554,0.032404099054758245,0.03454019654250237,0.0399317350294944,0.5252125705175519,0.5760011700573968,0.5484490852286319,0.656053671261508,0.7438939606532783,0.06557456672969479,0.42826074840762135,0.4075234681907328,0.6186784040482329,0.02985526360343635,0.28667073874235777,0.20048243127483797,0.5673891313930605,0.29458853893854786,0.03390710857360271,0.28090008439843744,0.563048974115111,0.3291009049967488
0.041184962722440016,0.03836788248537076,0.039179854076463516,0.03773585711522401,0.03369206329531779,0.03119454266066174,0.28663125355552554,0.03276693430025279,0.0343645523672495,0.039171816600507975,0.5252125705175519,0.5760011700573968,0.5484490852286319,0.4001661298213225,0.5802533137683527,0.05716994226412185,0.42826074840762135,0.4075234681907328,0.6186784040482329,0.029831770513314787,0.28667073874235777,0.20048243127483797,0.5673891313930605,0.29458853893854786,0.03464967918137429,0.26547107388618413,0.563048974115111,0.3291009049967488
0.039037990728805594,0.03703779277015831,0.03928488427444857,0.03798467059651389,0.033921157469386065,0.03179498541677517,0.28663125355552554,0.03288414711040222,0.03384542873947566,0.03797020820447006,0.5252125705175519,0.5760011700573968,0.5354437709056196,0.30781658300517284,0.4249889366896268,0.05336561298063154,0.42826074840762135,0.4075234681907328,0.6186784040482329,0.029856647941612274,0.28667073874235777,0.20048243127483797,0.5673891313930605,0.29458853893854786,0.03534769555267961,0.27691197198336714,0.563048974115111,0.3291009049967488
0.03916185025723218,0.03875668202370722,0.040671417521402714,0.038731079402837515,0.0346083460427806,0.032564113060355254,0.28663125355552554,0.031389718088113305,0.033025756988855653,0.037909272269749245,0.5669678859748511,0.5760011700573968,0.561304193242314,0.17924881770803275,0.2515688008969571,0.043735998277247355,0.42826074840762135,0.4075234681907328,0.6186784040482329,0.030009281259094273,0.28667073874235777,0.030979166370233055,0.5864334445242205,0.29458853893854786,0.03600383094170659,0.2911793153382953,0.563048974115111,0.41374116799408633
0.03992567168278857,0.038531589197505184,0.0403142859982068,0.04167531689906237,0.03731900409375677,0.033118369052544255,0.28663125355552554,0.03194988136346877,0.03327166523757005,0.037805288430943745,0.6201273700800396,0.5760011700573968,0.5763303312426474,0.42066596125611533,0.25902485660749297,0.054334287155788724,0.42826074840762135,0.4075234681907328,0.6186784040482329,0.03065594603237856,0.28667073874235777,0.030853780554170623,0.5805814190038677,0.29458853893854786,0.03662059820739194,0.30439133861278,0.563048974115111,0.3863100719059145
0.042939723376186484,0.0422967499050092,0.04480998878374293,0.04499275088906249,0.04037321728609258,0.03361639180721232,0.28663125355552554,0.033631507844392644,0.033693211258176925,0.03683829637095934,0.6726054711695608,0.5760011700573968,0.6912641305710588,0.6921710225661379,0.3988195726310841,0.06278584514836212,0.42826074840762135,0.4075234681907328,0.6186784040482329,0.03177295035418576,0.28667073874235777,0.03093986053973871,0.6706884252612137,0.29458853893854786,0.03720035943713618,0.32052645102144617,0.563048974115111,0.5180716428045901
0.04463253851552529,0.042399070503076064,0.045923408254767706,0.04511714972032094,0.0404877565440592,0.034240930286521504,0.28663125355552554,0.03536838072723261,0.035082753267590805,0.03781253100943613,0.6745004469279773,0.5760011700573968,0.7018283047093447,0.9024224328595836,0.6618472360589949,0.0675883474319472,0.42826074840762135,0.4075234681907328,0.6186784040482329,0.03270891099782136,0.28667073874235777,0.028184553542207322,0.7499996893525854,0.29458853893854786,0.03795143791295222,0.33288536891276993,0.563048974115111,0.5212647693282157
0.045644094748129194,0.042214912160873336,0.042562137390974863,0.04045200372285332,0.03619273009699933,0.03421281531499393,0.28663125355552554,0.03493939760410797,0.03554723061787257,0.03924202702107135,0.5354884288410051,0.5760011700573968,0.5751172094396483,0.7346040094943405,0.7760305933595991,0.04987102538656421,0.42826074840762135,0.4075234681907328,0.6186784040482329,0.03264793402867261,0.28667073874235777,0.030722762192838288,0.6923079275469564,0.29458853893854786,0.038825364363439585,0.31011244262740156,0.563048974115111,0.2772448873444281
