Open,High,Low,Close,Adj Close,Volume,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR-0,HT_PHASOR-1,HT_SINE-0,HT_SINE-1,HT_TRENDMODE,ADD,DIV,MAX,MAXINDEX,MIN,MININDEX,MINMAX-0,MINMAX-1,MINMAXINDEX-0,MINMAXINDEX-1,MULT,SUB,SUM,ACOS,ASIN,ATAN,CEIL,COS,COSH,EXP,FLOOR,LN,LOG10,SIN,SINH,SQRT,TAN,TANH,ADX,ADXR,APO,AROON-0,AROON-1,AROONOSC,BOP,CCI,CMO,DX,MACD-0,MACD-1,MACD-2,MACDEXT-0,MACDEXT-1,MACDEXT-2,MACDFIX-0,MACDFIX-1,MACDFIX-2,MFI,MINUS_DI,MINUS_DM,MOM,PLUS_DI,PLUS_DM,PPO,ROC,ROCP,ROCR,ROCR100,RSI,STOCH-0,STOCH-1,STOCHF-0,STOCHF-1,STOCHRSI-0,STOCHRSI-1,TRIX,ULTOSC,WILLR,BBANDS-0,BBANDS-1,BBANDS-2,DEMA,EMA,HT_TRENDLINE,KAMA,MA,MAMA-0,MAMA-1,MIDPOINT,MIDPRICE,SAR,SAREXT,SMA,T3,TEMA,TRIMA,WMA,CDL2CROWS,CDL3BLACKCROWS,CDL3INSIDE,CDL3LINESTRIKE,CDL3OUTSIDE,CDL3STARSINSOUTH,CDL3WHITESOLDIERS,CDLABANDONEDBABY,CDLADVANCEBLOCK,CDLBELTHOLD,CDLBREAKAWAY,CDLCLOSINGMARUBOZU,CDLCONCEALBABYSWALL,CDLCOUNTERATTACK,CDLDARKCLOUDCOVER,CDLDOJI,CDLDOJISTAR,CDLDRAGONFLYDOJI,CDLENGULFING,CDLEVENINGDOJISTAR,CDLEVENINGSTAR,CDLGAPSIDESIDEWHITE,CDLGRAVESTONEDOJI,CDLHAMMER,CDLHANGINGMAN,CDLHARAMI,CDLHARAMICROSS,CDLHIGHWAVE,CDLHIKKAKE,CDLHIKKAKEMOD,CDLHOMINGPIGEON,CDLIDENTICAL3CROWS,CDLINNECK,CDLINVERTEDHAMMER,CDLKICKING,CDLKICKINGBYLENGTH,CDLLADDERBOTTOM,CDLLONGLEGGEDDOJI,CDLLONGLINE,CDLMARUBOZU,CDLMATCHINGLOW,CDLMATHOLD,CDLMORNINGDOJISTAR,CDLMORNINGSTAR,CDLONNECK,CDLPIERCING,CDLRICKSHAWMAN,CDLRISEFALL3METHODS,CDLSEPARATINGLINES,CDLSHOOTINGSTAR,CDLSHORTLINE,CDLSPINNINGTOP,CDLSTALLEDPATTERN,CDLSTICKSANDWICH,CDLTAKURI,CDLTASUKIGAP,CDLTHRUSTING,CDLTRISTAR,CDLUNIQUE3RIVER,CDLUPSIDEGAP2CROWS,CDLXSIDEGAP3METHODS,AVGPRICE,MEDPRICE,TYPPRICE,WCLPRICE,BETA,CORREL,LINEARREG,LINEARREG_ANGLE,LINEARREG_INTERCEPT,LINEARREG_SLOPE,STDDEV,TSF,VAR,ATR,NATR,TRANGE,AD,ADOSC,OBV
1.20339834690094,1.2040069103240967,1.194400668144226,1.19650137424469,1.19650137424469,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.3984075784683228,1.0080427300788404,0.0,0,0.0,0,0.0,0.0,0,0,1.4380666581413664,0.009606242179870605,0.0,0.0,0.0,0.8746217171633012,2.0,0.3656163860790069,1.805385597745389,3.3085213722336673,1.0,0.17940177691948841,0.07791320175977198,0.9307656301295867,1.503135774488278,1.0938470524916588,2.545743751015731,0.8325843389719249,0.0,0.0,0.0,0.0,0.0,0.0,-0.7179678095876302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1995768249034882,1.1992037892341614,1.198302984237671,1.1978525817394257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1961007118225098,1.2109030485153198,1.1946003437042236,1.2088974714279175,1.2088974714279175,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.4055033922195435,1.0136469949109044,0.0,0,0.0,0,0.0,0.0,0,0,1.4465451979488932,0.01630270481109619,0.0,0.0,0.0,0.8796886524519015,2.0,0.3540507298248121,1.8241578045540188,3.349789377351114,1.0,0.18970876359314565,0.08238946919719167,0.9352262190029308,1.525631572797095,1.0994987364376174,2.6415034350181688,0.8363484611848538,0.0,0.0,0.0,0.0,0.0,0.0,0.7849470228215009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.194400668144226,1.194400668144226,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2026253938674927,1.2027516961097717,1.204800287882487,1.2058245837688446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01630270481109619,0.0,0.0,0.0
1.2190959453582764,1.2234959602355957,1.2122975587844849,1.2224042415618896,1.2224042415618896,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.4357935190200806,1.0092373372939387,0.0,0,0.0,0,0.0,0.0,0,0,1.4832411657762918,0.01119840145111084,0.0,0.0,0.0,0.8851397973310238,2.0,0.3413869335874277,1.8449311817422023,3.3953411486105396,1.0,0.20081960928821033,0.08721484817183676,0.9399228487358806,1.5504099668683373,1.1056239150642002,2.753247872901294,0.8403619507391364,0.0,0.0,0.0,0.0,0.0,0.0,0.2954257550112307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.45264831202111,83.43762692098778,74.90385429902584,75.45264831202111,0.0,0.0,0.0,0.0,0.0,1.226078139360559,1.2214381217956543,1.2167981042307494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2064727823144532,1.2064727823144532,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2193234264850616,1.2178967595100403,1.2193992535273235,1.220150500535965,1.3305468242273903,0.0,0.0,0.0,0.0,0.0,0.0023200087824524315,0.0,5.382440750656414e-06,0.0,0.0,0.01119840145111084,0.0,0.0,0.0
1.235696792602539,1.2446014881134033,1.235696792602539,1.2398948669433594,1.2398948669433594,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.4802982807159424,1.0072062139872595,0.0,0,0.0,0,0.0,0.0,0,0,1.5379500669300796,0.008904695510864258,0.0,0.0,0.0,0.8920924038043494,2.0,0.32489571580639687,1.872332414019512,3.4552501846532655,1.0,0.21502659129942042,0.09338486206380407,0.9457498473965772,1.5829177706337536,1.1135056654293949,2.9109335746370477,0.8454256086052344,0.0,0.0,0.0,0.0,100.0,100.0,0.4714450186082626,105.09239464397481,61.00600509460826,45.416923322400976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.56248787107803,0.013715242244759384,0.01789391040802002,28.139939745696058,0.036539316785578826,0.0,1.4643123078032172,0.014643123078032174,1.0146431230780322,101.46431230780321,80.50300254730413,79.65615557938168,86.12743923955396,67.77242674067423,79.65615557938168,0.0,0.0,0.0,0.0,-11.707111680425088,1.2454849781894721,1.238617444038391,1.23174990988731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2251960039138794,1.2244999408721924,1.2304040117263795,1.2304040117263795,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2389724850654602,1.2401491403579712,1.2400643825531006,1.2400220036506653,0.5040522566260687,0.0,1.2430865730558123,0.14018369369266084,1.2112798384257726,0.002446671894618443,0.0034337670755405724,1.2455332449504308,1.1790756329066454e-05,0.009896564240358313,0.7981776926583894,0.008904695510864258,0.0,0.0,0.0
1.2398948669433594,1.2672022581100464,1.2388043403625488,1.2400025129318237,1.2400025129318237,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.506006598472595,1.0229236505089954,0.0,0,0.0,0,0.0,0.0,0,0,1.5698156574639484,0.02839791774749756,0.0,0.0,0.0,0.8921348263243023,2.0,0.32479390774704014,1.8725028196158933,3.4556221484946326,1.0,0.21511340617281438,0.0934225652842662,0.9457848156374722,1.5831193288787393,1.1135540009051306,2.911953682253423,0.8454563124254654,0.0,0.0,0.0,7.142857142857143,100.0,92.85714285714286,0.003790629630717953,139.2683880434173,61.07415710453933,63.2268818883153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.548999174026982,0.012735582084419429,0.015007734298706055,37.94691747934231,0.05653013558325198,0.0,1.2251263891469133,0.012251263891469065,1.0122512638914691,101.22512638914691,80.53707855226966,57.68789722445033,75.2401788434561,26.892428364076785,57.68789722445033,0.0,0.0,0.0,0.0,-43.309031066534814,1.2426169347832745,1.2401789903640748,1.237741045944875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2251960039138794,1.235800325870514,1.2332435070037842,1.2332435070037842,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1.2464759945869446,1.2530032992362976,1.248669703801473,1.2465029060840607,0.08747918809414008,0.0,1.2442564453397478,0.1330521460935973,1.214067816734314,0.00232220220041799,0.0012189722095998804,1.246578647540166,1.485893247776815e-06,0.01121808949086826,0.904682802968242,0.02839791774749756,0.0,0.0,0.0
1.2550044059753418,1.2648941278457642,1.253007173538208,1.2590018510818481,1.2590018510818481,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.517901301383972,1.0094867408252661,0.0,0,0.0,0,0.0,0.0,0,0,1.5849214159570977,0.011886954307556152,0.0,0.0,0.0,0.8995529295088888,2.0,0.3067670838220552,1.90292082206871,3.5219043473285114,1.0,0.23031922534059562,0.10002636864165228,0.951784616540587,1.6189835252598015,1.1220525170783444,3.102629541221195,0.8507886962421098,0.0,0.0,0.0,0.0,57.142857142857146,57.142857142857146,0.3362884220027077,163.2289966668151,68.55870953012845,69.79411646521491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.158360143689589,0.00945170635669015,0.018799424171447754,40.238764561807095,0.053130183332486244,0.0,1.5158351381621582,0.01515835138162162,1.0151583513816216,101.51583513816216,84.27935476506423,66.20168808049766,48.37042880509108,73.45221151005721,66.20168808049766,100.0,87.46294883942859,0.0,0.0,-16.60070466721367,1.2620866210779698,1.250057005882263,1.2380273906865564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2434498071670532,1.24250328540802,1.242992639541626,1.242992639541626,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2579768896102905,1.258950650691986,1.2589677174886067,1.2589762508869171,0.43129962508728187,0.0,1.2542688165392195,0.10778798881781448,1.229812468801226,0.0018812575183071933,0.006014807597853368,1.2561500740575267,3.6177910439194605e-05,0.009801289060110546,0.7784967950355588,0.011886954307556152,0.0,0.0,0.0
1.2590018510818481,1.2607955932617188,1.2473959922790527,1.2581939697265625,1.2581939697265625,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.5081915855407715,1.0107420587091869,0.0,0,0.0,0,0.0,0.0,0,0,1.5727113701177586,0.013399600982666016,0.0,0.0,0.0,0.8992402902280703,2.0,0.3075359126751817,1.9016134963137348,3.5190602154864394,1.0,0.2296773353641813,0.09974759936690654,0.9515364745584075,1.6174467191727047,1.1216924577291953,3.094066206061003,0.8505654394587094,0.0,0.0,0.0,7.142857142857143,50.0,42.85714285714286,-0.06029144870289314,117.01448799261095,66.12647421511325,54.8427406424655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.578797928451902,0.014387765733224698,0.015896201133728027,36.27434630111183,0.049335170237308656,0.0,1.2795805913532243,0.012795805913532184,1.0127958059135322,101.27958059135322,83.06323710755663,78.21767947031896,64.68954674507512,69.81228348148348,78.21767947031896,76.30949888863604,92.10316629621201,0.0,0.0,-18.23616004633428,1.2648556311236687,1.2527352094650268,1.240614787806385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2454996705055237,1.24250328540802,1.2672022581100464,-1.2672022581100464,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,1.2563468515872955,1.2540957927703857,1.255461851755778,1.2561448812484741,0.8866973204899034,0.0,1.2564021178654263,0.10751725908854401,1.2320071969713484,0.0018765323764675266,0.006060210829320931,1.258278650241894,3.6726155295818685e-05,0.01005831134029308,0.7994245388474567,0.013399600982666016,0.0,0.0,0.0
1.260001301765442,1.2610021829605103,1.2363996505737305,1.239802598953247,1.239802598953247,0,18.933208777083244,0.0,0.013149361078539992,-0.003651021998646113,0.0,0.0,0,2.4974018335342407,1.0198985274505403,1.2858924865722656,29,1.2190959453582764,7,1.2190959453582764,1.2858924865722656,7,29,1.5591026583850862,0.024602532386779785,37.47942864894867,0.0,0.0,0.8920560380920096,2.0,0.3249829768608607,1.8721863693480356,3.4549313903708723,1.0,0.21495217255163052,0.09335254241228877,0.9457198658961613,1.5827450210228367,1.1134642333515914,2.9100597053767063,0.8453992865966686,46.75504856911313,0.0,0.013366231551537044,100.0,71.42857142857143,-28.571428571428573,-0.8210009642360488,-147.79411243833601,-8.453064270738244,21.306864961717746,0.010564000636774207,0.014684247408941933,-0.004120246772167727,0.013366231551537044,0.015549628737984846,-0.0021833971864478018,0.010382467509613802,0.014425268404420377,-0.004042800894806575,0.0,31.788633632030855,0.06201918246518765,-0.01839137077331543,20.62164610285929,0.040232544977871376,1.066315049196338,-1.4617277793274042,-0.01461727779327407,0.985382722206726,98.5382722206726,45.77346786463088,31.992082645654563,46.833798823793394,6.383659120742979,31.992082645654563,0.0,-2.960594732333751e-15,0.0,55.06427595970976,-93.61634087925702,1.290605004915465,1.2635380268096923,1.2364710487039197,0.0,1.2464891208283746,0.0,1.2797407194454993,1.249314288298289,1.2657010677658351,1.229885342017441,1.2628475427627563,1.2630532383918762,1.287762289905548,-1.287762289905548,1.249314288298289,1.2694586605542915,0.0,1.250801899532477,1.2580722267909716,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2493014335632324,1.2487009167671204,1.2457348108291626,1.2442517578601837,-1.2761891901853117,0.9254396642642198,1.2669125897543771,0.012917778938619598,1.263981638635908,0.00022545777834378757,0.013533489052886365,1.267138047532721,0.00018315532594459505,0.014087686263257215,1.1362846210478432,0.024602532386779785,0.0,0.0,0.0
1.2386969327926636,1.2424057722091675,1.2340041399002075,1.235406756401062,1.235406756401062,0,20.71123890592812,0.0,0.007094537993022921,-0.021725329424224803,0.0,0.0,0,2.476409912109375,1.0068084312177747,1.2858924865722656,29,1.2190959453582764,7,1.2190959453582764,1.2858924865722656,7,29,1.5331338663420269,0.008401632308959961,37.49283444881439,0.0,0.0,0.8903196922740175,2.0,0.3291370592130208,1.8652469375901075,3.4397773876574522,1.0,0.21140027326346186,0.09180997215116103,0.9442821592366365,1.5745304500673445,1.1114885318351522,2.8689633476535614,0.8441404826009967,45.075645879579795,0.0,0.011178489678945303,100.0,64.28571428571429,-35.714285714285715,-0.39161156673004344,-180.46817051186508,-12.58509197273374,23.243410915646432,0.007702216770420156,0.013287841281237578,-0.005585624510817422,0.011178489678945303,0.015131225358386945,-0.0039527356794416425,0.007652588002960314,0.013070732324128365,-0.00541814432116805,0.0,31.643430677387418,0.05998475153405434,-0.033290743827819824,19.70768082186452,0.03735879176516628,0.8915786041213841,-2.6240095705882593,-0.026240095705882562,0.9737599042941174,97.37599042941174,43.70745401363313,16.384059687650225,33.47209587821951,3.0691137497130696,16.384059687650225,0.0,-2.960594732333751e-15,0.0,48.62685602549853,-97.48195896145252,1.2880031529970042,1.2558001279830933,1.2235971029691823,0.0,1.2457741295749996,0.0,1.2791690473371655,1.2497611482938131,1.2641863521975965,1.2307428672719447,1.2606496214866638,1.2618554830551147,1.2857077843322753,-1.2857077843322753,1.2497611482938131,1.2613280261625013,0.0,1.2526222745577493,1.2571749666685699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2376284003257751,1.2382049560546875,1.2372722228368123,1.2368058562278748,-1.9887776472469967,0.9192903411175979,1.2576803411756243,-0.05619238361611633,1.2704299926757814,-0.000980742423088996,0.016101512506955507,1.2566995987525353,0.0002592587050116446,0.013681539552235982,1.1074522201977024,0.008401632308959961,0.0,0.0,0.0
1.1935025453567505,1.1973036527633667,1.1877048015594482,1.1947003602981567,1.1947003602981567,0,17.91699025772016,-2.350577827461393,-0.0061317989530173915,0.011019074478300642,-0.04101381525202142,0.6775106601475214,1,2.385008454322815,1.0080818492872263,1.242606520652771,70,1.193801760673523,96,1.193801760673523,1.242606520652771,96,70,1.422043297311717,0.009598851203918457,36.62286627292633,0.0,0.0,0.8738803947480991,2.0,0.3672921140877294,1.802681355809888,3.302568041724719,1.0,0.17789540942143983,0.07725899466765107,0.9301056407360222,1.4998866859148312,1.093023494851852,2.5323321821003275,0.8320309527143135,20.438674384902733,20.60106686542222,-0.007017678939379213,100.0,35.714285714285715,-64.28571428571429,0.12478732256181617,-164.43946004136436,-24.799182038418664,33.08732364849738,-0.009506725175008723,-0.008037948259473463,-0.0014687769155352602,-0.007017678939379213,-0.005940888766889276,-0.0010767901724899366,-0.009041315852290843,-0.007658954861534234,-0.0013823609907566096,0.0,28.364816993440666,0.05349896435039824,-0.03659927845001221,14.261056329185006,0.026897820082199778,-0.5757486313973956,-2.972410394534164,-0.029724103945341657,0.9702758960546584,97.02758960546583,37.60040898079067,22.19182353433452,28.619541300578742,20.57666414205167,22.19182353433452,9.621051401558852,3.207017133852908,-0.05497310018813817,47.9304223977834,-86.22720199775159,1.215805968760721,1.202422857284546,1.1890397458083708,1.2057267081417489,1.220442234316335,1.2181389969303493,1.2417826255009956,1.2207622090975443,1.2104732308270278,1.220581342761054,1.2151541709899902,1.213101089000702,1.2281694614343068,-1.2281694614343068,1.2207622090975443,1.203408186465066,1.2009413607787074,1.2222096756100655,1.2155369468914565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1.1933028399944305,1.1925042271614075,1.193236271540324,1.193602293729782,-0.1688610777078042,0.8868282051807824,1.199895531790597,-0.10898569948401021,1.2246236324310302,-0.0019021615877256289,0.006691555738087543,1.1979933702028713,4.4776918195932325e-05,0.013473590723847509,1.1277799163369262,0.009598851203918457,0.0,0.0,0.0
