0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0.0012629870586208386,0.0013017962354147322,0.0010640142103056191,0.0010819817216797015,0.0009331627778766283,0.1430730488441862,0.14408167896330823,0.13709468497489524,0.14013274825272615,0.1408918397733464,0.5167188015256,0.5282502859814682,0.46438026080601913,0.5654680279569912,0.5580125148543366,0.0012394243440576377,0.3947318140987342,0.3689650904341115,0.6198080299257215,0.14367710116060553,0.1451492498239359,0.08898866014451574,0.5425157344074473,0.3119209714340936,0.14178653251245987,0.11852372826010311,0.5551313305477055,0.31494443825166707
0.0011147672780917985,0.0012155028064833042,0.0011614331492115991,0.0012181642539497472,0.0010506138491643698,0.1430730488441862,0.14408167896330823,0.13709468497489524,0.14013274825272615,0.1408918397733464,0.5167188015256,0.5282502859814682,0.46438026080601913,0.5654680279569912,0.5580125148543366,0.00533870439835899,0.3947318140987342,0.3689650904341115,0.6198080299257215,0.14367710116060553,0.1451492498239359,0.08898866014451574,0.5425157344074473,0.3119209714340936,0.0010366908898676733,0.1230450862653979,0.5551313305477055,0.31494443825166707
0.001132204899330509,0.001147703736356692,0.0011108320919019526,0.00113070631927478,0.0009751851229428887,0.1430730488441862,0.14408167896330823,0.13709468497489524,0.14013274825272615,0.1408918397733464,0.5167188015256,0.5282502859814682,0.46438026080601913,0.5654680279569912,0.5580125148543366,0.007519720833031317,0.3947318140987342,0.3689650904341115,0.6198080299257215,0.14367710116060553,0.1451492498239359,0.08898866014451574,0.5425157344074473,0.3119209714340936,0.001041424469470038,0.11818417595467309,0.5551313305477055,0.31494443825166707
0.0010935908559137244,0.0012648143072172904,0.0011108320919019526,0.001175680753659956,0.0010139738717831585,0.1430730488441862,0.14408167896330823,0.13709468497489524,0.14013274825272615,0.1408918397733464,0.5167188015256,0.5282502859814682,0.46438026080601913,0.5654680279569912,0.5580125148543366,0.007898941685016208,0.3947318140987342,0.3689650904341115,0.6198080299257215,0.14367710116060553,0.1451492498239359,0.08898866014451574,0.5425157344074473,0.3119209714340936,0.0010460633774803554,0.12328123178756177,0.5551313305477055,0.31494443825166707
0.0011907464648895792,0.0011748206486424612,0.0010905830118254317,0.0011182103625973808,0.0009644076519471593,0.1430730488441862,0.14408167896330823,0.0009854344830214758,0.0009861106209322393,0.00100061489655206,0.5167188015256,0.5282502859814682,0.46438026080601913,0.5654680279569912,0.5580125148543366,0.008153675184623541,0.3947318140987342,0.3689650904341115,0.6198080299257215,0.14367710116060553,0.1451492498239359,0.08898866014451574,0.5425157344074473,0.3119209714340936,0.0010571279829305609,0.11995270664461678,0.5551313305477055,0.31494443825166707
0.0011334463159439793,0.0011674269787678487,0.0010981780796608881,0.0010582419478898447,0.0009126876499141485,0.1430730488441862,0.14408167896330823,0.0009927909972499243,0.0009819485616993427,0.000983992486681488,0.5167188015256,0.5282502859814682,0.46438026080601913,0.5654680279569912,0.5580125148543366,0.005541228303272122,0.3947318140987342,0.3689650904341115,0.6198080299257215,0.14367710116060553,0.1451492498239359,0.08898866014451574,0.5425157344074473,0.3119209714340936,0.001062577418659785,0.11711835511607388,0.5551313305477055,0.31494443825166707
0.001042526476487697,0.0010120986009515148,0.0009374968921019894,0.000889574056878609,0.0007672192461401727,0.1430730488441862,0.14408167896330823,0.0010141647419621544,0.0009243418338570888,0.0008414827913775674,0.5167188015256,0.5282502859814682,0.46438026080601913,0.5654680279569912,0.5580125148543366,0.0021968675732877167,0.3947318140987342,0.3689650904341115,0.6198080299257215,0.14367710116060553,0.1451492498239359,0.08898866014451574,0.5425157344074473,0.3119209714340936,0.0013226785137354859,0.11405307263525714,0.5551313305477055,0.31494443825166707
0.000843235248855995,0.0008703286792780651,0.0007629007041142772,0.0007971134023964704,0.0006874752306369896,0.1430730488441862,0.14408167896330823,0.001029500546894372,0.0008658579203078419,0.0007037290884248687,0.5167188015256,0.5282502859814682,0.46438026080601913,0.5654680279569912,0.5580125148543366,0.0021968759416730634,0.3947318140987342,0.3689650904341115,0.6198080299257215,0.14367710116060553,0.1451492498239359,0.08898866014451574,0.5425157344074473,0.3119209714340936,0.0013144933928462828,0.10835392021470619,0.5551313305477055,0.31494443825166707
0.000947861184161101,0.001147703736356692,0.0009210527361954695,0.0009682861980860799,0.0008351049327149074,0.1430730488441862,0.14408167896330823,0.0009492516827424851,0.0008294985324353156,0.0007158088582475625,0.5167188015256,0.5282502859814682,0.46438026080601913,0.23932431092963982,0.13550004251444034,0.0007066998287283193,0.3947318140987342,0.3689650904341115,0.6198080299257215,0.14367710116060553,0.1451492498239359,0.08898866014451574,0.5425157344074473,0.3119209714340936,0.0012916460498831536,0.11206832352951514,0.5551313305477055,0.31494443825166707
0.0009727759915328542,0.0009677162134672701,0.0009083987239544055,0.0009333030242160928,0.0008049334004701654,0.0009038766938589244,0.14408167896330823,0.0008706469607670053,0.0007970815784614318,0.0007342599818828816,0.5167188015256,0.5282502859814682,0.46438026080601913,0.3884898432269958,0.21440330498489069,0.001457418620252924,0.3947318140987342,0.3689650904341115,0.6198080299257215,0.000889580716348033,0.1451492498239359,0.08898866014451574,0.5425157344074473,0.3119209714340936,0.0012697126006385498,0.10936717632646727,0.5551313305477055,0.31494443825166707
